Material,Quantity,Weight,Type,Size Range,Price
Cowdung,67,31,Land,8mm to 20mm,3939
Paddy Straw,28,49,Farming Land,12mm to 70mm,3150
Cowdung,69,38,Land,8mm to 20mm,3356
Sawdust,30,27,Industry,8mm to 90mm,4257
Cowdung,79,45,Land,8mm to 20mm,3076
Pressmud,42,25,Sugarcane Industry,12mm to 20mm,2083
Paddy Straw,19,46,Farming Land,12mm to 70mm,3716
Paddy Straw,29,50,Farming Land,12mm to 70mm,3573
Sawdust,24,24,Industry,8mm to 90mm,4252
Pressmud,60,25,Sugarcane Industry,12mm to 20mm,1763
Cowdung,78,41,Land,8mm to 20mm,3890
Groundnut,20,12,Industry,8mm to 90mm,5344
Cowdung,72,45,Land,8mm to 20mm,3079
Groundnut,23,14,Industry,8mm to 90mm,4925
Pressmud,55,26,Sugarcane Industry,12mm to 20mm,1623
Cowdung,65,48,Land,8mm to 20mm,3827
Groundnut,33,16,Industry,8mm to 90mm,5475
Pressmud,42,22,Sugarcane Industry,12mm to 20mm,2151
Cowdung,70,37,Land,8mm to 20mm,3360
Sawdust,23,23,Industry,8mm to 90mm,3652
Groundnut,37,20,Industry,8mm to 90mm,4543
Pressmud,56,25,Sugarcane Industry,12mm to 20mm,2017
Paddy Straw,30,50,Farming Land,12mm to 70mm,3861
Paddy Straw,29,39,Farming Land,12mm to 70mm,3132
Cowdung,75,35,Land,8mm to 20mm,3414
Pressmud,43,30,Sugarcane Industry,12mm to 20mm,1559
Pressmud,41,32,Sugarcane Industry,12mm to 20mm,2346
Pressmud,48,32,Sugarcane Industry,12mm to 20mm,1542
Paddy Straw,24,41,Farming Land,12mm to 70mm,3396
Cowdung,73,41,Land,8mm to 20mm,3960
Sawdust,16,25,Industry,8mm to 90mm,4097
Sawdust,14,18,Industry,8mm to 90mm,4043
Paddy Straw,13,35,Farming Land,12mm to 70mm,3108
Cowdung,78,48,Land,8mm to 20mm,3464
Sawdust,25,25,Industry,8mm to 90mm,4476
Paddy Straw,15,44,Farming Land,12mm to 70mm,2960
Cowdung,65,47,Land,8mm to 20mm,3719
Groundnut,32,18,Industry,8mm to 90mm,5363
Pressmud,49,31,Sugarcane Industry,12mm to 20mm,2207
Groundnut,21,8,Industry,8mm to 90mm,5185
Groundnut,38,5,Industry,8mm to 90mm,5261
Sawdust,17,21,Industry,8mm to 90mm,4230
Groundnut,23,4,Industry,8mm to 90mm,4574
Sawdust,11,28,Industry,8mm to 90mm,4074
Groundnut,32,13,Industry,8mm to 90mm,4536
Groundnut,39,2,Industry,8mm to 90mm,5419
Pressmud,60,26,Sugarcane Industry,12mm to 20mm,2029
Pressmud,45,40,Sugarcane Industry,12mm to 20mm,1761
Cowdung,73,41,Land,8mm to 20mm,3040
Groundnut,32,9,Industry,8mm to 90mm,4954
Groundnut,39,11,Industry,8mm to 90mm,4517
Paddy Straw,12,41,Farming Land,12mm to 70mm,3636
Groundnut,24,5,Industry,8mm to 90mm,4821
Paddy Straw,18,32,Farming Land,12mm to 70mm,3819
Pressmud,53,40,Sugarcane Industry,12mm to 20mm,2161
Sawdust,23,16,Industry,8mm to 90mm,3591
Pressmud,44,37,Sugarcane Industry,12mm to 20mm,1709
Cowdung,76,33,Land,8mm to 20mm,3187
Paddy Straw,27,42,Farming Land,12mm to 70mm,2999
Cowdung,75,31,Land,8mm to 20mm,3796
Pressmud,50,32,Sugarcane Industry,12mm to 20mm,2111
Paddy Straw,22,43,Farming Land,12mm to 70mm,3582
Groundnut,24,6,Industry,8mm to 90mm,5426
Groundnut,30,5,Industry,8mm to 90mm,5102
Groundnut,28,11,Industry,8mm to 90mm,5156
Cowdung,76,41,Land,8mm to 20mm,3255
Pressmud,45,38,Sugarcane Industry,12mm to 20mm,1665
Cowdung,66,46,Land,8mm to 20mm,3966
Groundnut,31,2,Industry,8mm to 90mm,4556
Cowdung,61,48,Land,8mm to 20mm,3297
Paddy Straw,19,45,Farming Land,12mm to 70mm,3313
Cowdung,72,50,Land,8mm to 20mm,3689
Sawdust,25,17,Industry,8mm to 90mm,4146
Groundnut,39,20,Industry,8mm to 90mm,4758
Paddy Straw,11,38,Farming Land,12mm to 70mm,3554
Groundnut,21,4,Industry,8mm to 90mm,5334
Cowdung,66,47,Land,8mm to 20mm,3265
Pressmud,51,27,Sugarcane Industry,12mm to 20mm,2037
Sawdust,19,28,Industry,8mm to 90mm,4215
Groundnut,23,12,Industry,8mm to 90mm,4888
Sawdust,10,22,Industry,8mm to 90mm,4135
Sawdust,17,22,Industry,8mm to 90mm,3542
Cowdung,67,33,Land,8mm to 20mm,3187
Paddy Straw,17,33,Farming Land,12mm to 70mm,3134
Sawdust,14,23,Industry,8mm to 90mm,4193
Sawdust,12,18,Industry,8mm to 90mm,3845
Cowdung,63,43,Land,8mm to 20mm,3263
Pressmud,51,23,Sugarcane Industry,12mm to 20mm,2081
Cowdung,77,37,Land,8mm to 20mm,3967
Pressmud,40,22,Sugarcane Industry,12mm to 20mm,2266
Pressmud,41,38,Sugarcane Industry,12mm to 20mm,1663
Paddy Straw,21,37,Farming Land,12mm to 70mm,3481
Sawdust,25,18,Industry,8mm to 90mm,3952
Groundnut,36,5,Industry,8mm to 90mm,5042
Cowdung,62,43,Land,8mm to 20mm,3392
Cowdung,67,43,Land,8mm to 20mm,3857
Groundnut,40,15,Industry,8mm to 90mm,5449
Cowdung,69,30,Land,8mm to 20mm,3639
Cowdung,68,45,Land,8mm to 20mm,3629
Sawdust,25,14,Industry,8mm to 90mm,4140
Cowdung,75,30,Land,8mm to 20mm,3212
Cowdung,78,33,Land,8mm to 20mm,3473
Sawdust,24,24,Industry,8mm to 90mm,3843
Pressmud,56,27,Sugarcane Industry,12mm to 20mm,2429
Cowdung,60,44,Land,8mm to 20mm,3697
Paddy Straw,19,39,Farming Land,12mm to 70mm,3184
Pressmud,54,23,Sugarcane Industry,12mm to 20mm,1879
Pressmud,57,27,Sugarcane Industry,12mm to 20mm,1997
Groundnut,36,3,Industry,8mm to 90mm,4765
Pressmud,53,29,Sugarcane Industry,12mm to 20mm,1772
Sawdust,17,14,Industry,8mm to 90mm,3769
Cowdung,75,48,Land,8mm to 20mm,3303
Pressmud,45,32,Sugarcane Industry,12mm to 20mm,2313
Paddy Straw,24,47,Farming Land,12mm to 70mm,3017
Sawdust,22,18,Industry,8mm to 90mm,3999
Cowdung,69,33,Land,8mm to 20mm,3394
Cowdung,67,39,Land,8mm to 20mm,3728
Pressmud,60,34,Sugarcane Industry,12mm to 20mm,2347
Paddy Straw,21,35,Farming Land,12mm to 70mm,3310
Groundnut,27,11,Industry,8mm to 90mm,5308
Cowdung,79,47,Land,8mm to 20mm,3805
Pressmud,48,34,Sugarcane Industry,12mm to 20mm,1508
Paddy Straw,11,38,Farming Land,12mm to 70mm,3002
Paddy Straw,12,32,Farming Land,12mm to 70mm,3567
Pressmud,52,24,Sugarcane Industry,12mm to 20mm,1627
Paddy Straw,17,35,Farming Land,12mm to 70mm,3308
Pressmud,50,20,Sugarcane Industry,12mm to 20mm,1765
Pressmud,51,27,Sugarcane Industry,12mm to 20mm,1790
Paddy Straw,14,42,Farming Land,12mm to 70mm,3662
Groundnut,38,16,Industry,8mm to 90mm,4670
Sawdust,30,27,Industry,8mm to 90mm,3677
Groundnut,34,16,Industry,8mm to 90mm,5319
Groundnut,35,12,Industry,8mm to 90mm,4535
Paddy Straw,19,36,Farming Land,12mm to 70mm,3430
Cowdung,72,32,Land,8mm to 20mm,3459
Paddy Straw,10,44,Farming Land,12mm to 70mm,3556
Pressmud,58,31,Sugarcane Industry,12mm to 20mm,1972
Groundnut,22,7,Industry,8mm to 90mm,4949
Sawdust,18,23,Industry,8mm to 90mm,4345
Groundnut,26,15,Industry,8mm to 90mm,4665
Sawdust,20,26,Industry,8mm to 90mm,4288
Groundnut,38,15,Industry,8mm to 90mm,4587
Groundnut,38,17,Industry,8mm to 90mm,5281
Sawdust,28,17,Industry,8mm to 90mm,4091
Groundnut,35,12,Industry,8mm to 90mm,5311
Sawdust,20,19,Industry,8mm to 90mm,4306
Paddy Straw,27,42,Farming Land,12mm to 70mm,3008
Sawdust,20,19,Industry,8mm to 90mm,4054
Pressmud,40,27,Sugarcane Industry,12mm to 20mm,1990
Pressmud,42,39,Sugarcane Industry,12mm to 20mm,2444
Pressmud,46,35,Sugarcane Industry,12mm to 20mm,2311
Pressmud,45,31,Sugarcane Industry,12mm to 20mm,1682
Cowdung,67,34,Land,8mm to 20mm,3142
Sawdust,13,22,Industry,8mm to 90mm,4068
Cowdung,67,38,Land,8mm to 20mm,3354
Paddy Straw,14,31,Farming Land,12mm to 70mm,3574
Groundnut,23,13,Industry,8mm to 90mm,4790
Groundnut,36,14,Industry,8mm to 90mm,5252
Paddy Straw,14,33,Farming Land,12mm to 70mm,3715
Cowdung,68,44,Land,8mm to 20mm,3299
Cowdung,70,36,Land,8mm to 20mm,3050
Sawdust,12,21,Industry,8mm to 90mm,3846
Pressmud,55,21,Sugarcane Industry,12mm to 20mm,1911
Cowdung,68,47,Land,8mm to 20mm,3525
Groundnut,30,17,Industry,8mm to 90mm,4691
Paddy Straw,30,30,Farming Land,12mm to 70mm,3592
Groundnut,25,8,Industry,8mm to 90mm,4859
Sawdust,26,21,Industry,8mm to 90mm,3524
Pressmud,51,20,Sugarcane Industry,12mm to 20mm,2274
Groundnut,32,15,Industry,8mm to 90mm,5368
Paddy Straw,21,48,Farming Land,12mm to 70mm,3279
Paddy Straw,18,32,Farming Land,12mm to 70mm,3420
Sawdust,16,19,Industry,8mm to 90mm,3860
Cowdung,76,38,Land,8mm to 20mm,3252
Paddy Straw,29,36,Farming Land,12mm to 70mm,3751
Pressmud,54,27,Sugarcane Industry,12mm to 20mm,1643
Paddy Straw,22,50,Farming Land,12mm to 70mm,3504
Pressmud,42,32,Sugarcane Industry,12mm to 20mm,2390
Sawdust,24,23,Industry,8mm to 90mm,3749
Cowdung,69,38,Land,8mm to 20mm,3550
Pressmud,54,28,Sugarcane Industry,12mm to 20mm,2092
Sawdust,12,20,Industry,8mm to 90mm,3932
Groundnut,37,7,Industry,8mm to 90mm,4502
Groundnut,33,18,Industry,8mm to 90mm,4755
Sawdust,29,30,Industry,8mm to 90mm,3727
Groundnut,34,2,Industry,8mm to 90mm,4565
Pressmud,58,32,Sugarcane Industry,12mm to 20mm,2412
Groundnut,26,12,Industry,8mm to 90mm,4677
Cowdung,68,50,Land,8mm to 20mm,3962
Sawdust,14,26,Industry,8mm to 90mm,3756
Groundnut,35,15,Industry,8mm to 90mm,4832
Paddy Straw,28,42,Farming Land,12mm to 70mm,3751
Paddy Straw,18,45,Farming Land,12mm to 70mm,3294
Pressmud,45,29,Sugarcane Industry,12mm to 20mm,1988
Paddy Straw,19,33,Farming Land,12mm to 70mm,3527
Cowdung,74,40,Land,8mm to 20mm,3686
Cowdung,62,44,Land,8mm to 20mm,3159
Groundnut,31,15,Industry,8mm to 90mm,4918
Sawdust,17,30,Industry,8mm to 90mm,3984
Cowdung,62,47,Land,8mm to 20mm,3020
Paddy Straw,30,43,Farming Land,12mm to 70mm,3391
Cowdung,63,44,Land,8mm to 20mm,3313
Groundnut,30,4,Industry,8mm to 90mm,5029
Sawdust,21,10,Industry,8mm to 90mm,3767
Sawdust,20,23,Industry,8mm to 90mm,4096
Sawdust,26,21,Industry,8mm to 90mm,4119
Sawdust,13,21,Industry,8mm to 90mm,3733
Sawdust,12,28,Industry,8mm to 90mm,3767
Sawdust,18,16,Industry,8mm to 90mm,4406
Cowdung,69,44,Land,8mm to 20mm,3913
Paddy Straw,13,39,Farming Land,12mm to 70mm,3164
Groundnut,26,0,Industry,8mm to 90mm,5018
Cowdung,64,44,Land,8mm to 20mm,3313
Paddy Straw,22,38,Farming Land,12mm to 70mm,3330
Sawdust,15,17,Industry,8mm to 90mm,3882
Pressmud,48,23,Sugarcane Industry,12mm to 20mm,2199
Paddy Straw,12,37,Farming Land,12mm to 70mm,3242
Groundnut,25,13,Industry,8mm to 90mm,4960
Groundnut,26,1,Industry,8mm to 90mm,4783
Sawdust,27,16,Industry,8mm to 90mm,3590
Cowdung,77,37,Land,8mm to 20mm,3368
Cowdung,75,36,Land,8mm to 20mm,3681
Cowdung,69,39,Land,8mm to 20mm,3278
Groundnut,40,0,Industry,8mm to 90mm,4702
Cowdung,71,39,Land,8mm to 20mm,3521
Sawdust,21,23,Industry,8mm to 90mm,4015
Groundnut,39,16,Industry,8mm to 90mm,5029
Groundnut,34,1,Industry,8mm to 90mm,5281
Cowdung,65,32,Land,8mm to 20mm,3005
Groundnut,39,8,Industry,8mm to 90mm,4702
Cowdung,60,31,Land,8mm to 20mm,3865
Cowdung,79,30,Land,8mm to 20mm,3998
Sawdust,11,14,Industry,8mm to 90mm,4494
Sawdust,12,23,Industry,8mm to 90mm,3522
Cowdung,74,32,Land,8mm to 20mm,3600
Pressmud,43,26,Sugarcane Industry,12mm to 20mm,1768
Groundnut,33,14,Industry,8mm to 90mm,4509
Groundnut,35,11,Industry,8mm to 90mm,4631
Paddy Straw,20,50,Farming Land,12mm to 70mm,3807
Paddy Straw,20,47,Farming Land,12mm to 70mm,3104
Cowdung,75,40,Land,8mm to 20mm,3753
Paddy Straw,15,33,Farming Land,12mm to 70mm,3491
Paddy Straw,19,47,Farming Land,12mm to 70mm,3597
Cowdung,72,42,Land,8mm to 20mm,3183
Sawdust,12,15,Industry,8mm to 90mm,3922
Sawdust,19,27,Industry,8mm to 90mm,4160
Pressmud,49,29,Sugarcane Industry,12mm to 20mm,1526
Paddy Straw,23,47,Farming Land,12mm to 70mm,3097
Groundnut,35,13,Industry,8mm to 90mm,5129
Paddy Straw,15,42,Farming Land,12mm to 70mm,2965
Cowdung,79,30,Land,8mm to 20mm,3613
Cowdung,61,37,Land,8mm to 20mm,3505
Paddy Straw,29,31,Farming Land,12mm to 70mm,3169
Sawdust,29,18,Industry,8mm to 90mm,4387
Paddy Straw,28,34,Farming Land,12mm to 70mm,3724
Cowdung,65,44,Land,8mm to 20mm,3164
Groundnut,32,5,Industry,8mm to 90mm,5175
Pressmud,40,22,Sugarcane Industry,12mm to 20mm,1561
Sawdust,13,11,Industry,8mm to 90mm,4379
Pressmud,43,24,Sugarcane Industry,12mm to 20mm,1776
Paddy Straw,13,50,Farming Land,12mm to 70mm,3503
Paddy Straw,12,48,Farming Land,12mm to 70mm,3556
Pressmud,51,35,Sugarcane Industry,12mm to 20mm,1636
Paddy Straw,24,30,Farming Land,12mm to 70mm,3296
Paddy Straw,14,45,Farming Land,12mm to 70mm,2957
Cowdung,70,46,Land,8mm to 20mm,3118
Pressmud,58,20,Sugarcane Industry,12mm to 20mm,1536
Paddy Straw,13,39,Farming Land,12mm to 70mm,2903
Groundnut,36,19,Industry,8mm to 90mm,5404
Sawdust,28,14,Industry,8mm to 90mm,4291
Groundnut,22,20,Industry,8mm to 90mm,4723
Pressmud,50,30,Sugarcane Industry,12mm to 20mm,1744
Cowdung,69,48,Land,8mm to 20mm,3440
Paddy Straw,13,35,Farming Land,12mm to 70mm,3315
Cowdung,74,47,Land,8mm to 20mm,3560
Cowdung,78,45,Land,8mm to 20mm,3886
Groundnut,40,5,Industry,8mm to 90mm,5126
Pressmud,52,31,Sugarcane Industry,12mm to 20mm,2377
Sawdust,20,10,Industry,8mm to 90mm,3947
Sawdust,13,24,Industry,8mm to 90mm,4476
Cowdung,68,37,Land,8mm to 20mm,3119
Sawdust,27,23,Industry,8mm to 90mm,3588
Pressmud,44,36,Sugarcane Industry,12mm to 20mm,1969
Pressmud,45,34,Sugarcane Industry,12mm to 20mm,2473
Groundnut,38,14,Industry,8mm to 90mm,4986
Cowdung,79,47,Land,8mm to 20mm,3105
Cowdung,63,43,Land,8mm to 20mm,3238
Paddy Straw,23,38,Farming Land,12mm to 70mm,3592
Cowdung,60,41,Land,8mm to 20mm,3130
Cowdung,77,46,Land,8mm to 20mm,3397
Pressmud,53,40,Sugarcane Industry,12mm to 20mm,2210
Groundnut,40,13,Industry,8mm to 90mm,4803
Groundnut,24,11,Industry,8mm to 90mm,5422
Paddy Straw,19,32,Farming Land,12mm to 70mm,3681
Pressmud,53,23,Sugarcane Industry,12mm to 20mm,1912
Groundnut,21,4,Industry,8mm to 90mm,4611
Groundnut,37,4,Industry,8mm to 90mm,5149
Cowdung,75,35,Land,8mm to 20mm,3259
Sawdust,14,30,Industry,8mm to 90mm,3557
Groundnut,30,0,Industry,8mm to 90mm,5486
Groundnut,38,10,Industry,8mm to 90mm,5149
Cowdung,62,43,Land,8mm to 20mm,3418
Sawdust,29,16,Industry,8mm to 90mm,3960
Sawdust,27,29,Industry,8mm to 90mm,4429
Cowdung,70,48,Land,8mm to 20mm,3555
Pressmud,60,40,Sugarcane Industry,12mm to 20mm,1599
Pressmud,46,22,Sugarcane Industry,12mm to 20mm,1719
Cowdung,79,48,Land,8mm to 20mm,3879
Groundnut,38,5,Industry,8mm to 90mm,4754
Paddy Straw,26,42,Farming Land,12mm to 70mm,2944
Pressmud,50,26,Sugarcane Industry,12mm to 20mm,2223
Paddy Straw,11,44,Farming Land,12mm to 70mm,3645
Cowdung,74,40,Land,8mm to 20mm,3283
Pressmud,50,40,Sugarcane Industry,12mm to 20mm,1728
Cowdung,71,43,Land,8mm to 20mm,3042
Pressmud,55,20,Sugarcane Industry,12mm to 20mm,2087
Sawdust,23,13,Industry,8mm to 90mm,4060
Paddy Straw,18,40,Farming Land,12mm to 70mm,3225
Groundnut,39,1,Industry,8mm to 90mm,4798
Sawdust,24,24,Industry,8mm to 90mm,4063
Cowdung,68,46,Land,8mm to 20mm,3463
Paddy Straw,13,43,Farming Land,12mm to 70mm,3149
Paddy Straw,16,44,Farming Land,12mm to 70mm,3434
Pressmud,56,20,Sugarcane Industry,12mm to 20mm,1844
Cowdung,66,44,Land,8mm to 20mm,3820
Pressmud,46,26,Sugarcane Industry,12mm to 20mm,2419
Groundnut,23,4,Industry,8mm to 90mm,5159
Pressmud,55,27,Sugarcane Industry,12mm to 20mm,2371
Pressmud,44,28,Sugarcane Industry,12mm to 20mm,2088
Pressmud,53,20,Sugarcane Industry,12mm to 20mm,1554
Sawdust,23,28,Industry,8mm to 90mm,4043
Groundnut,31,6,Industry,8mm to 90mm,5164
Cowdung,70,48,Land,8mm to 20mm,3289
Cowdung,74,39,Land,8mm to 20mm,3592
Pressmud,56,33,Sugarcane Industry,12mm to 20mm,1589
Pressmud,52,28,Sugarcane Industry,12mm to 20mm,2393
Cowdung,62,47,Land,8mm to 20mm,3724
Paddy Straw,30,38,Farming Land,12mm to 70mm,3623
Groundnut,21,15,Industry,8mm to 90mm,4858
Sawdust,30,24,Industry,8mm to 90mm,4339
Paddy Straw,22,49,Farming Land,12mm to 70mm,3141
Pressmud,43,25,Sugarcane Industry,12mm to 20mm,1686
Cowdung,71,38,Land,8mm to 20mm,3697
Paddy Straw,21,41,Farming Land,12mm to 70mm,3630
Cowdung,64,38,Land,8mm to 20mm,3549
Cowdung,79,44,Land,8mm to 20mm,3064
Paddy Straw,18,41,Farming Land,12mm to 70mm,3858
Paddy Straw,12,43,Farming Land,12mm to 70mm,3724
Cowdung,68,49,Land,8mm to 20mm,3821
Groundnut,34,4,Industry,8mm to 90mm,4828
Cowdung,72,35,Land,8mm to 20mm,3330
Cowdung,79,50,Land,8mm to 20mm,3360
Paddy Straw,11,31,Farming Land,12mm to 70mm,3694
Paddy Straw,29,36,Farming Land,12mm to 70mm,3502
Pressmud,42,37,Sugarcane Industry,12mm to 20mm,2015
Groundnut,30,13,Industry,8mm to 90mm,5073
Sawdust,25,28,Industry,8mm to 90mm,3825
Sawdust,27,11,Industry,8mm to 90mm,3720
Cowdung,66,42,Land,8mm to 20mm,3903
Groundnut,29,14,Industry,8mm to 90mm,4827
Cowdung,70,32,Land,8mm to 20mm,3380
Paddy Straw,10,44,Farming Land,12mm to 70mm,3656
Pressmud,56,27,Sugarcane Industry,12mm to 20mm,2416
Pressmud,44,31,Sugarcane Industry,12mm to 20mm,1551
Pressmud,55,40,Sugarcane Industry,12mm to 20mm,2238
Groundnut,37,18,Industry,8mm to 90mm,4932
Sawdust,21,12,Industry,8mm to 90mm,3588
Sawdust,12,14,Industry,8mm to 90mm,4383
Sawdust,10,25,Industry,8mm to 90mm,4479
Groundnut,39,5,Industry,8mm to 90mm,5223
Sawdust,11,19,Industry,8mm to 90mm,4350
Pressmud,44,35,Sugarcane Industry,12mm to 20mm,2119
Groundnut,35,1,Industry,8mm to 90mm,5140
Cowdung,67,40,Land,8mm to 20mm,3899
Groundnut,37,12,Industry,8mm to 90mm,4772
Sawdust,20,24,Industry,8mm to 90mm,3706
Sawdust,19,30,Industry,8mm to 90mm,4392
Cowdung,60,50,Land,8mm to 20mm,3020
Paddy Straw,24,36,Farming Land,12mm to 70mm,3001
Paddy Straw,28,40,Farming Land,12mm to 70mm,3452
Cowdung,65,44,Land,8mm to 20mm,3563
Paddy Straw,11,45,Farming Land,12mm to 70mm,3687
Paddy Straw,20,38,Farming Land,12mm to 70mm,3086
Sawdust,18,20,Industry,8mm to 90mm,3528
Groundnut,24,10,Industry,8mm to 90mm,4676
Cowdung,62,34,Land,8mm to 20mm,3323
Sawdust,20,29,Industry,8mm to 90mm,4039
Paddy Straw,11,42,Farming Land,12mm to 70mm,3584
Paddy Straw,14,31,Farming Land,12mm to 70mm,3716
Cowdung,60,34,Land,8mm to 20mm,3886
Groundnut,30,0,Industry,8mm to 90mm,5356
Groundnut,36,18,Industry,8mm to 90mm,4763
Pressmud,47,29,Sugarcane Industry,12mm to 20mm,2197
Paddy Straw,18,38,Farming Land,12mm to 70mm,3573
Pressmud,48,21,Sugarcane Industry,12mm to 20mm,2410
Cowdung,60,45,Land,8mm to 20mm,3146
Groundnut,36,12,Industry,8mm to 90mm,5207
Sawdust,24,29,Industry,8mm to 90mm,4326
Sawdust,14,29,Industry,8mm to 90mm,4271
Paddy Straw,25,48,Farming Land,12mm to 70mm,3088
Cowdung,70,44,Land,8mm to 20mm,3128
Paddy Straw,11,43,Farming Land,12mm to 70mm,3321
Pressmud,56,29,Sugarcane Industry,12mm to 20mm,1864
Paddy Straw,14,39,Farming Land,12mm to 70mm,3893
Paddy Straw,22,31,Farming Land,12mm to 70mm,3156
Pressmud,43,25,Sugarcane Industry,12mm to 20mm,2285
Paddy Straw,14,33,Farming Land,12mm to 70mm,3006
Pressmud,51,22,Sugarcane Industry,12mm to 20mm,1928
Sawdust,25,24,Industry,8mm to 90mm,3711
Sawdust,15,17,Industry,8mm to 90mm,4252
Sawdust,20,27,Industry,8mm to 90mm,3607
Groundnut,27,7,Industry,8mm to 90mm,4981
Sawdust,25,26,Industry,8mm to 90mm,4254
Pressmud,44,29,Sugarcane Industry,12mm to 20mm,2468
Paddy Straw,30,40,Farming Land,12mm to 70mm,3632
Paddy Straw,21,30,Farming Land,12mm to 70mm,3611
Sawdust,17,17,Industry,8mm to 90mm,4491
Pressmud,48,37,Sugarcane Industry,12mm to 20mm,2225
Pressmud,43,25,Sugarcane Industry,12mm to 20mm,1807
Pressmud,53,34,Sugarcane Industry,12mm to 20mm,1640
Paddy Straw,16,38,Farming Land,12mm to 70mm,2979
Sawdust,20,12,Industry,8mm to 90mm,3671
Paddy Straw,27,45,Farming Land,12mm to 70mm,3509
Cowdung,77,50,Land,8mm to 20mm,3751
Groundnut,21,3,Industry,8mm to 90mm,4721
Pressmud,42,37,Sugarcane Industry,12mm to 20mm,1750
Groundnut,24,2,Industry,8mm to 90mm,5489
Cowdung,68,30,Land,8mm to 20mm,3953
Sawdust,30,24,Industry,8mm to 90mm,4460
Cowdung,78,47,Land,8mm to 20mm,3611
Paddy Straw,13,31,Farming Land,12mm to 70mm,3283
Pressmud,48,31,Sugarcane Industry,12mm to 20mm,2069
Groundnut,33,5,Industry,8mm to 90mm,5275
Groundnut,33,14,Industry,8mm to 90mm,4897
Sawdust,14,23,Industry,8mm to 90mm,4015
Paddy Straw,15,35,Farming Land,12mm to 70mm,3410
Sawdust,20,27,Industry,8mm to 90mm,4131
Pressmud,52,32,Sugarcane Industry,12mm to 20mm,1665
Cowdung,69,43,Land,8mm to 20mm,3435
Cowdung,63,33,Land,8mm to 20mm,3402
Groundnut,27,12,Industry,8mm to 90mm,5189
Sawdust,26,13,Industry,8mm to 90mm,4271
Cowdung,61,48,Land,8mm to 20mm,3863
Cowdung,66,50,Land,8mm to 20mm,3143
Paddy Straw,30,45,Farming Land,12mm to 70mm,3589
Sawdust,13,26,Industry,8mm to 90mm,4325
Groundnut,32,10,Industry,8mm to 90mm,4695
Sawdust,13,27,Industry,8mm to 90mm,4423
Sawdust,17,17,Industry,8mm to 90mm,4295
Pressmud,46,23,Sugarcane Industry,12mm to 20mm,2265
Groundnut,22,3,Industry,8mm to 90mm,4542
Paddy Straw,23,36,Farming Land,12mm to 70mm,3564
Groundnut,40,2,Industry,8mm to 90mm,4922
Groundnut,28,19,Industry,8mm to 90mm,4927
Pressmud,47,37,Sugarcane Industry,12mm to 20mm,2268
Paddy Straw,11,46,Farming Land,12mm to 70mm,3821
Paddy Straw,27,33,Farming Land,12mm to 70mm,3663
Pressmud,46,30,Sugarcane Industry,12mm to 20mm,1798
Pressmud,58,40,Sugarcane Industry,12mm to 20mm,1650
Groundnut,24,5,Industry,8mm to 90mm,5201
Cowdung,72,48,Land,8mm to 20mm,3265
Cowdung,73,43,Land,8mm to 20mm,3019
Pressmud,47,39,Sugarcane Industry,12mm to 20mm,2475
Pressmud,41,24,Sugarcane Industry,12mm to 20mm,2104
Paddy Straw,19,42,Farming Land,12mm to 70mm,3755
Sawdust,23,17,Industry,8mm to 90mm,3580
Cowdung,74,42,Land,8mm to 20mm,3490
Sawdust,27,22,Industry,8mm to 90mm,4227
Sawdust,18,15,Industry,8mm to 90mm,3710
Pressmud,60,35,Sugarcane Industry,12mm to 20mm,1549
Paddy Straw,10,33,Farming Land,12mm to 70mm,2949
Cowdung,79,41,Land,8mm to 20mm,3500
Paddy Straw,13,30,Farming Land,12mm to 70mm,2933
Groundnut,31,15,Industry,8mm to 90mm,5271
Cowdung,72,40,Land,8mm to 20mm,3382
Groundnut,35,11,Industry,8mm to 90mm,5075
Paddy Straw,15,41,Farming Land,12mm to 70mm,3255
Sawdust,21,17,Industry,8mm to 90mm,4393
Paddy Straw,21,49,Farming Land,12mm to 70mm,3675
Pressmud,46,40,Sugarcane Industry,12mm to 20mm,1789
Paddy Straw,27,46,Farming Land,12mm to 70mm,3398
Pressmud,59,35,Sugarcane Industry,12mm to 20mm,2093
Groundnut,39,14,Industry,8mm to 90mm,5333
Cowdung,64,40,Land,8mm to 20mm,3494
Sawdust,29,30,Industry,8mm to 90mm,3692
Sawdust,16,26,Industry,8mm to 90mm,3874
Cowdung,73,42,Land,8mm to 20mm,3083
Pressmud,46,31,Sugarcane Industry,12mm to 20mm,1910
Pressmud,45,27,Sugarcane Industry,12mm to 20mm,1566
Sawdust,25,12,Industry,8mm to 90mm,4342
Sawdust,19,18,Industry,8mm to 90mm,3959
Pressmud,42,24,Sugarcane Industry,12mm to 20mm,2212
Paddy Straw,30,35,Farming Land,12mm to 70mm,3623
Paddy Straw,16,30,Farming Land,12mm to 70mm,3551
Cowdung,62,47,Land,8mm to 20mm,3809
Sawdust,28,11,Industry,8mm to 90mm,3788
Groundnut,35,14,Industry,8mm to 90mm,4548
Pressmud,53,40,Sugarcane Industry,12mm to 20mm,2284
Groundnut,36,15,Industry,8mm to 90mm,5036
Sawdust,13,11,Industry,8mm to 90mm,4277
Cowdung,69,48,Land,8mm to 20mm,3354
Groundnut,23,18,Industry,8mm to 90mm,4526
Paddy Straw,13,31,Farming Land,12mm to 70mm,3451
